,Player,Time,dateSet,time,monthSet
1113,ThreeToadSloth,9m 15s,2019-12-03,555.0,2019-12-01
1114,LegitMeerkat,9m 18s,2017-06-28,558.0,2017-06-01
1115,Orca,9m 20s,2018-01-29,560.0,2018-01-01
1116,Mungaru,9m 25s,2016-08-14,565.0,2016-08-01
1117,Blasco,9m 28s,2019-12-16,568.0,2019-12-01
1118,Brotedo,9m 32s,2019-03-23,572.0,2019-03-01
1119,hhhhharry,9m 34s,2020-10-16,574.0,2020-10-01
1120,RamiroCanal3,9m 41s,2019-03-26,581.0,2019-03-01
1121,fireside,9m 52s,2020-06-14,592.0,2020-06-01
1122,NihilistComedyHour,10m 02s,2018-06-02,602.0,2018-06-01
1123,XerxesHD,10m 09s,2017-12-29,609.0,2017-12-01
1124,brettyoshi9,10m 25s,2017-10-14,625.0,2017-10-01
1125,trivia212005,10m 25s,2020-01-01,625.0,2020-01-01
1126,TeddyThalhuber,10m 28s,2017-06-17,628.0,2017-06-01
1127,nzjg,10m 34s,2016-11-30,634.0,2016-11-01
1128,Niamek,10m 51s,2020-06-06,651.0,2020-06-01
1129,DJTutoriales501YT,10m 59s,2017-03-30,659.0,2017-03-01
1130,ZakatakOfVA,11m 00s,2017-01-14,660.0,2017-01-01
1131,marwanee,11m 34s,2017-09-20,694.0,2017-09-01
1132,PikaTGK,11m 37s,2018-04-10,697.0,2018-04-01
1133,Gatorbox,11m 51s,2018-11-04,711.0,2018-11-01
1134,ChanceCossitt,13m 27s,2017-10-18,807.0,2017-10-01
1135,traderain,13m 37s,2016-12-12,817.0,2016-12-01
1136,abdullah,15m 00s,2017-11-07,900.0,2017-11-01
1137,Pralo_Kralo,15m 12s,2018-04-08,912.0,2018-04-01
